ResourceType     Locations    Name                       Zones    Restrictions
virtualMachines  eastus       Standard_E8bs_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8ds_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8ds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8d_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8d_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8pds_v5          1,2,3    None
virtualMachines  eastus       Standard_E8ps_v5           1,2,3    None
virtualMachines  eastus       Standard_E8s_v3            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8s_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8s_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8_v3             1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E8_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-24ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-24as_v4       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-24as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-24ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-24s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-48ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-48as_v4       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-48as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-48ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96-48s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96ads_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96as_v4          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96as_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96a_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96bds_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96bs_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96ds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96d_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96ias_v4         1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96s_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_E96_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_EC16ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC16ads_v5        1,2      None
virtualMachines  eastus       Standard_EC16as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC16as_v5         1,2      None
virtualMachines  eastus       Standard_EC20ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC20ads_v5        1,2      None
virtualMachines  eastus       Standard_EC20as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC20as_v5         1,2      None
virtualMachines  eastus       Standard_EC2ads_v5         1,2      None
virtualMachines  eastus       Standard_EC2as_v5          1,2      None
virtualMachines  eastus       Standard_EC32ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC32ads_v5        1,2      None
virtualMachines  eastus       Standard_EC32as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC32as_v5         1,2      None
virtualMachines  eastus       Standard_EC48ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC48ads_v5        1,2      None
virtualMachines  eastus       Standard_EC48as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC48as_v5         1,2      None
virtualMachines  eastus       Standard_EC4ads_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC4ads_v5         1,2      None
virtualMachines  eastus       Standard_EC4as_cc_v5       1,2      None
virtualMachines  eastus       Standard_EC4as_v5          1,2      None
virtualMachines  eastus       Standard_EC64ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC64ads_v5        1,2      None
virtualMachines  eastus       Standard_EC64as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC64as_v5         1,2      None
virtualMachines  eastus       Standard_EC8ads_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC8ads_v5         1,2      None
virtualMachines  eastus       Standard_EC8as_cc_v5       1,2      None
virtualMachines  eastus       Standard_EC8as_v5          1,2      None
virtualMachines  eastus       Standard_EC96ads_cc_v5     1,2      None
virtualMachines  eastus       Standard_EC96ads_v5        1,2      None
virtualMachines  eastus       Standard_EC96as_cc_v5      1,2      None
virtualMachines  eastus       Standard_EC96as_v5         1,2      None
virtualMachines  eastus       Standard_EC96iads_v5       1,2      None
virtualMachines  eastus       Standard_EC96ias_v5        1,2      None
virtualMachines  eastus       Standard_F1                1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F16               1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F16s              1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F16s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F1s               1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F2                1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F2s               1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F2s_v2            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F32s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F4                1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F48s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F4s               1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F4s_v2            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F64s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F72s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F8                1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F8s               1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_F8s_v2            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_FX12mds           2        None
virtualMachines  eastus       Standard_FX24mds           2        None
virtualMachines  eastus       Standard_FX36mds           2        None
virtualMachines  eastus       Standard_FX48mds           2        None
virtualMachines  eastus       Standard_FX4mds            2        None
virtualMachines  eastus       Standard_G1                2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_G2                2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_G3                2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_G4                2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_G5                2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS1               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS2               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS3               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS4               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS4-4             2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS4-8             2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS5               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS5-16            2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_GS5-8             2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_HB120-16rs_v2     2,3      None
virtualMachines  eastus       Standard_HB120-16rs_v3     2,3      None
virtualMachines  eastus       Standard_HB120-32rs_v2     2,3      None
virtualMachines  eastus       Standard_HB120-32rs_v3     2,3      None
virtualMachines  eastus       Standard_HB120-64rs_v2     2,3      None
virtualMachines  eastus       Standard_HB120-64rs_v3     2,3      None
virtualMachines  eastus       Standard_HB120-96rs_v2     2,3      None
virtualMachines  eastus       Standard_HB120-96rs_v3     2,3      None
virtualMachines  eastus       Standard_HB120rs_v2        2,3      None
virtualMachines  eastus       Standard_HB120rs_v3        2,3      None
virtualMachines  eastus       Standard_HB176-144rs_v4    2,3      None
virtualMachines  eastus       Standard_HB176-24rs_v4     2,3      None
virtualMachines  eastus       Standard_HB176-48rs_v4     2,3      None
virtualMachines  eastus       Standard_HB176-96rs_v4     2,3      None
virtualMachines  eastus       Standard_HB176rs_v4        2,3      None
virtualMachines  eastus       Standard_HB60-15rs         3        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_HB60-30rs         3        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_HB60-45rs         3        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_HB60rs            3        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_HC44-16rs         3        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_HC44-32rs         3        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_HC44rs            3        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_HX176-144rs       2,3      None
virtualMachines  eastus       Standard_HX176-24rs        2,3      None
virtualMachines  eastus       Standard_HX176-48rs        2,3      None
virtualMachines  eastus       Standard_HX176-96rs        2,3      None
virtualMachines  eastus       Standard_HX176rs           2,3      None
virtualMachines  eastus       Standard_L16as_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L16s              2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_L16s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L16s_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L32as_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L32s              2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_L32s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L32s_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L48as_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L48s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L48s_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L4s               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_L64as_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L64s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L64s_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L80as_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L80s_v2           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L80s_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L8as_v3           1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L8s               2        NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3
virtualMachines  eastus       Standard_L8s_v2            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_L8s_v3            1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_M128              1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128-32ms         1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128-64ms         1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128dms_v2        1,2,3    None
virtualMachines  eastus       Standard_M128ds_v2         1,2,3    None
virtualMachines  eastus       Standard_M128m             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128ms            1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128ms_v2         1,2,3    None
virtualMachines  eastus       Standard_M128s             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M128s_v2          1,2,3    None
virtualMachines  eastus       Standard_M12ds_v3          2,3      None
virtualMachines  eastus       Standard_M12s_v3           2,3      None
virtualMachines  eastus       Standard_M16-4ms           1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M16-8ms           1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M16ms             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M176ds_3_v3       2,3      None
virtualMachines  eastus       Standard_M176ds_4_v3       2,3      None
virtualMachines  eastus       Standard_M176s_3_v3        2,3      None
virtualMachines  eastus       Standard_M176s_4_v3        2,3      None
virtualMachines  eastus       Standard_M192idms_v2       1,2,3    None
virtualMachines  eastus       Standard_M192ids_v2        1,2,3    None
virtualMachines  eastus       Standard_M192ims_v2        1,2,3    None
virtualMachines  eastus       Standard_M192is_v2         1,2,3    None
virtualMachines  eastus       Standard_M208ms_v2         1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M208s_v2          1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M24ds_v3          2,3      None
virtualMachines  eastus       Standard_M24s_v3           2,3      None
virtualMachines  eastus       Standard_M32-16ms          1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M32-8ms           1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M32dms_v2         1,2,3    None
virtualMachines  eastus       Standard_M32ls             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M32ms             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M32ms_v2          1,2,3    None
virtualMachines  eastus       Standard_M32ts             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M416-208ms_v2     1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M416-208s_v2      1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M416ds_6_v3       2,3      None
virtualMachines  eastus       Standard_M416ds_8_v3       2,3      None
virtualMachines  eastus       Standard_M416ms_v2         1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M416s_6_v3        2,3      None
virtualMachines  eastus       Standard_M416s_8_v2        1,2,3    None
virtualMachines  eastus       Standard_M416s_8_v3        2,3      None
virtualMachines  eastus       Standard_M416s_v2          1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M48ds_1_v3        2,3      None
virtualMachines  eastus       Standard_M48s_1_v3         2,3      None
virtualMachines  eastus       Standard_M624ds_12_v3      2,3      None
virtualMachines  eastus       Standard_M624s_12_v3       2,3      None
virtualMachines  eastus       Standard_M64               1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64-16ms          1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64-32ms          1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64dms_v2         1,2,3    None
virtualMachines  eastus       Standard_M64ds_v2          1,2,3    None
virtualMachines  eastus       Standard_M64ls             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64m              1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64ms             1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64ms_v2          1,2,3    None
virtualMachines  eastus       Standard_M64s              1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M64s_v2           1,2,3    None
virtualMachines  eastus       Standard_M8-2ms            1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M8-4ms            1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M832ds_12_v3      2,3      None
virtualMachines  eastus       Standard_M832ids_16_v3     2,3      None
virtualMachines  eastus       Standard_M832is_16_v3      2,3      None
virtualMachines  eastus       Standard_M832s_12_v3       2,3      None
virtualMachines  eastus       Standard_M8ms              1,2,3    NotAvailableForSubscription, type: Zone, locations: eastus, zones: 2
virtualMachines  eastus       Standard_M96ds_1_v3        2,3      None
virtualMachines  eastus       Standard_M96ds_2_v3        2,3      None
virtualMachines  eastus       Standard_M96s_1_v3         2,3      None
virtualMachines  eastus       Standard_M96s_2_v3         2,3      None
virtualMachines  eastus       Standard_NC12              2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC12s_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC12_Promo        2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC16ads_A10_v4    3        None
virtualMachines  eastus       Standard_NC16as_T4_v3      1,2,3    None
virtualMachines  eastus       Standard_NC24              2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24ads_A100_v4   2        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24r             2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24rs_v3         1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24r_Promo       2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24s_v3          1,2,3    ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC24_Promo        2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC32ads_A10_v4    3        None
virtualMachines  eastus       Standard_NC40ads_H100_v5   2,3      None
virtualMachines  eastus       Standard_NC48ads_A100_v4   2        ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC4as_T4_v3       1,2,3    None
virtualMachines  eastus       Standard_NC6               2,3      ['NotAvailableForSubscription, type: Location, locations: eastus', 'NotAvailableForSubscription, type: Zone, locations: eastus, zones: 1,2,3']
virtualMachines  eastus       Standard_NC64as_T4_v3      1,2,3    None
